RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,Keywords,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings
11992,Grilled Scallops With Vegetables and Hoisin-Orange Sauce,8728,Ashley U,PT6M,PT1H15M,PT1H21M,2001-09-23T15:34:00Z,Make and share this Grilled Scallops With Vegetables and Hoisin-Orange Sauce recipe from Food.com.,Asian,"c(""Weeknight"", ""< 4 Hours"")",598.9,25.7,3.8,25.2,2584.8,77.3,6.9,42.4,17.9,2.0
11993,Salmon-Spinach Party Dip,34879,Barefoot Beachcomber,,PT5M,PT5M,2001-09-23T15:34:00Z,Make and share this Salmon-Spinach Party Dip recipe from Food.com.,Sauces,"c(""Lunch/Snacks"", ""< 15 Mins"", ""No Cook"", ""Easy"")",132.4,4.8,1.8,32.4,126.8,7.3,2.7,3.7,16.1,
11994,Chocolate Raspberry Cake,2595,eboyd,PT2H10M,PT30M,PT2H40M,2001-09-23T15:34:00Z,Make and share this Chocolate Raspberry Cake recipe from Food.com.,Dessert,"c(""Raspberries"", ""Berries"", ""Fruit"", ""Weeknight"", ""< 4 Hours"")",728.6,42.5,15.5,92.5,580.2,89.1,4.6,57.6,9.2,8.0
11995,Poseidon's Scallops,2625,Eli Totz,PT6M,PT5M,PT11M,2001-09-23T15:34:00Z,Attractive super tasty dish. Great for romantic evenings. What's better than scallops? A scallop is what you find inside the Shell Oil shell...,Thanksgiving,"c(""< 15 Mins"", ""Beginner Cook"", ""Stove Top"", ""Easy"")",278.6,14.8,2.1,50.0,1250.8,8.6,0.9,0.7,27.8,3.0
11996,Plum Conserve Penn. Dutch,2595,eboyd,PT3H,PT1H,PT4H,2001-09-23T15:34:00Z,Make and share this Plum Conserve Penn. Dutch recipe from Food.com.,Fruit,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""< 4 Hours"", ""Easy"")",2214.8,38.5,3.6,0.0,13.6,484.5,14.3,448.6,15.1,4.0
11997,A Grandmother's Dressing,4470,Bergy,PT20M,PT15M,PT35M,2001-09-23T15:34:00Z,"I don't know where this recipe came from. I found it tucked away in one of my cook books, hand written. So the credit goes to >>>>>. Thanks to whom ever It is a fabulous recipe. You can do ahead one day and refrigerate it. You can use serve it warm by browning it on a pan for a minute or two",Potato,"c(""Vegetable"", ""Christmas"", ""Thanksgiving"", ""< 60 Mins"")",145.3,4.1,2.5,10.2,159.8,25.3,2.8,4.5,2.6,
11998,Tortellini Salad,18660,Dawn399,PT10M,PT20M,PT30M,2001-09-23T15:35:00Z,"This is a wonderful dish for a potluck or a picnic. The combination of tortellini, cheese, and vegetables is delicious and is a one of a kind taste.",Potluck,"c(""< 30 Mins"", ""Easy"")",97.1,3.8,1.1,3.7,558.3,12.0,3.1,5.2,4.8,
11999,Prime Rib,15609,Lali8752,PT2H45M,PT30M,PT3H15M,2001-09-23T15:35:00Z,Make and share this Prime Rib recipe from Food.com.,Roast Beef,"c(""Meat"", ""Very Low Carbs"", ""High Protein"", ""High In..."", ""Weeknight"", ""Roast"", ""Oven"", ""< 4 Hours"")",2929.6,229.5,95.0,578.3,472.9,28.5,3.8,3.5,156.7,
12000,Roasted Red Bell Pepper and Garlic Dip,56680,Dawnab,,PT5M,PT5M,2001-09-23T15:35:00Z,"This is a wonderful dip for crackers, the sweetness of the peppers is mellowed with the spicyness of the garlic.  I use one fresh lime for the juice, it works fine.  Very elegant looking on a cracker tray and it is also good on veggies.",Spreads,"c(""Cheese"", ""Vegetable"", ""European"", ""Potluck"", ""Spring"", ""Summer"", ""< 15 Mins"", ""No Cook"", ""Small Appliance"", ""Easy"")",205.2,19.8,12.5,62.4,459.3,3.3,0.2,0.3,4.6,
12001,Redhot Pasta,5523,Dave C,PT40M,PT15M,PT55M,2001-09-23T15:35:00Z,Make and share this Redhot Pasta recipe from Food.com.,Low Cholesterol,"c(""Healthy"", ""Spicy"", ""< 60 Mins"")",415.8,3.7,0.5,0.0,387.3,89.8,13.6,4.0,9.4,4.0
12002,Shrimp With Spiced Masala and Coconut Milk,8728,Ashley U,PT25M,PT10M,PT35M,2001-09-23T15:35:00Z,Make and share this Shrimp With Spiced Masala and Coconut Milk recipe from Food.com.,Coconut,"c(""Fruit"", ""Nuts"", ""Asian"", ""Indian"", ""Potluck"", ""Spicy"", ""< 60 Mins"", ""Stove Top"")",291.8,19.2,10.4,147.2,671.8,12.9,2.4,5.9,19.1,8.0
12003,Potato Egg Bake,16140,Norahs Girl,PT25M,PT5M,PT30M,2001-09-23T15:35:00Z,Make and share this Potato Egg Bake recipe from Food.com.,Breakfast,"c(""Lunch/Snacks"", ""Potato"", ""Vegetable"", ""Kid Friendly"", ""Spicy"", ""< 30 Mins"", ""Oven"", ""Beginner Cook"", ""Easy"")",574.7,18.4,5.9,332.7,469.0,81.4,12.0,9.6,22.5,4.0
12004,Goat Cheese and Herb Dip,30080,Kirstin in the Couv,PT3H,PT5M,PT3H5M,2001-09-23T15:35:00Z,Make and share this Goat Cheese and Herb Dip recipe from Food.com.,Sauces,"c(""Lunch/Snacks"", ""Cheese"", ""Very Low Carbs"", ""Weeknight"", ""No Cook"", ""Small Appliance"", ""< 4 Hours"", ""Easy"")",125.2,11.3,5.0,13.8,108.0,0.7,0.1,0.5,5.5,8.0
12005,Pinto Bean and Corn Soup,13483,Tebo3759,PT1H30M,PT20M,PT1H50M,2001-09-23T15:35:00Z,A nice fall or winter soup. Canned beans can be used if desired. Good for lunch with a hearty bread. Freeze leftovers in soup bowl sizes for later use.,Lunch/Snacks,"c(""Corn"", ""Beans"", ""Vegetable"", ""Canadian"", ""Weeknight"", ""Freezer"", ""Stove Top"", ""< 4 Hours"")",150.2,0.7,0.1,0.0,115.1,29.4,6.3,3.7,8.1,12.0
12006,Roasted Red Bell Peppers,19043,P3350,PT20M,PT15M,PT35M,2001-09-23T15:35:00Z,Great for antipasta or on sandwich. Can be added to salads. Great with Italian ham and fresh Mozzerella or cream cheese on a platter.,Peppers,"c(""Vegetable"", ""European"", ""Low Protein"", ""Low Cholesterol"", ""Free Of..."", ""< 60 Mins"")",21.4,1.0,0.1,0.0,10.3,2.6,0.8,1.7,0.4,10.0
12007,Mint Julep,2625,Eli Totz,,PT1M,PT1M,2001-09-23T15:35:00Z,Classy! Impress your girlfriends and boyfriends! It's also vegan depending on who you purchase your sugar from...,Beverages,"c(""European"", ""Very Low Carbs"", ""Low Protein"", ""Vegan"", ""Low Cholesterol"", ""Summer"", ""< 15 Mins"", ""No Cook"", ""Beginner Cook"", ""Easy"")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12008,Spicy Glazed Prawns,4470,Bergy,PT35M,PT10M,PT45M,2001-09-23T15:35:00Z,Lovely as part of a buffet (then the recipe serves 8) or as the main part of your meal (serves 4) good with rice. Quite spicy but you can control the heat,Vegetable,"c(""Canadian"", ""Broil/Grill"", ""< 60 Mins"", ""Oven"")",494.6,18.9,2.7,432.0,440.1,21.3,0.6,17.8,58.1,
12009,Lime Daiquiri With Apricot Brandy,8728,Ashley U,,PT5M,PT5M,2001-09-23T15:35:00Z,Make and share this Lime Daiquiri With Apricot Brandy recipe from Food.com.,Beverages,"c(""Mexican"", ""South American"", ""Free Of..."", ""Summer"", ""< 15 Mins"", ""Easy"")",334.2,0.6,0.1,0.0,15.5,76.4,3.4,25.2,3.2,4.0
12010,Fruit Kebabs with Honey Cardamom Syrup,9869,Evie3234,PT5M,PT1H15M,PT1H20M,2001-09-23T15:35:00Z,Make and share this Fruit Kebabs with Honey Cardamom Syrup recipe from Food.com.,Dessert,"c(""Pineapple"", ""Tropical Fruits"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""< 4 Hours"")",78.5,2.2,1.3,5.3,15.8,14.3,1.3,11.3,0.6,
12011,Mock Champagne Cocktail,4470,Bergy,,PT5M,PT5M,2001-09-23T15:35:00Z,While many of us enjoy the real thing we all have friends that do not touch alcohol and this is a lovely drink to serve them.,Beverages,"c(""Breakfast"", ""Lunch/Snacks"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Free Of..."", ""< 15 Mins"", ""Easy"")",111.6,0.5,0.1,0.0,27.3,25.8,0.5,20.8,1.7,2.0
12012,Avocado and Tomatillo Dip,56680,Dawnab,,PT5M,PT5M,2001-09-23T15:35:00Z,Make and share this Avocado and Tomatillo Dip recipe from Food.com.,Sauces,"c(""Spreads"", ""Lunch/Snacks"", ""Vegetable"", ""Tex Mex"", ""Southwestern U.S."", ""Mexican"", ""Vegan"", ""Potluck"", ""Summer"", ""< 15 Mins"", ""No Cook"", ""Easy"")",278.7,23.0,3.3,0.0,13.3,20.3,12.0,4.9,4.2,
12013,Green Salad With Tortilla Strips and Queso Fresco,8728,Ashley U,PT3M,PT5M,PT8M,2001-09-23T15:35:00Z,Make and share this Green Salad With Tortilla Strips and Queso Fresco recipe from Food.com.,Lunch/Snacks,"c(""Mexican"", ""Free Of..."", ""Potluck"", ""< 15 Mins"", ""Easy"")",189.6,18.4,2.5,0.0,597.2,6.3,0.9,0.2,0.8,6.0
12014,Black Bean Dip,58038,Ducky,,PT10M,PT10M,2001-09-23T15:35:00Z,Make and share this Black Bean Dip recipe from Food.com.,Sauces,"c(""Lunch/Snacks"", ""Black Beans"", ""Beans"", ""Tex Mex"", ""Southwestern U.S."", ""Mexican"", ""Low Cholesterol"", ""Healthy"", ""Kid Friendly"", ""< 15 Mins"", ""No Cook"", ""Beginner Cook"", ""Small Appliance"", ""Easy"")",239.9,0.9,0.2,0.0,6.0,43.8,14.5,3.5,14.8,
12015,Old Fashioned Baked Apples,4470,Bergy,PT1H5M,PT20M,PT1H25M,2001-09-23T15:35:00Z,"Try serving this for breakfast, kids love them. They hit the spot as an evening treat too  I like to use &quot;release&quot;non stick foil",Breakfast,"c(""Lunch/Snacks"", ""Apple"", ""Fruit"", ""Nuts"", ""Canadian"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",311.1,9.8,4.2,15.3,46.7,59.2,6.5,47.8,2.6,8.0
12016,Lemon Herby Baby Potatoes,16140,Norahs Girl,PT15M,PT0S,PT15M,2001-09-23T15:35:00Z,Make and share this Lemon Herby Baby Potatoes recipe from Food.com.,Potato,"c(""Vegetable"", ""Kid Friendly"", ""Potluck"", ""< 15 Mins"", ""Stove Top"")",157.7,8.8,1.2,0.0,12.1,18.5,2.8,2.3,2.1,10.0
12017,Corn and Potato Soup,13483,Tebo3759,PT20M,PT15M,PT35M,2001-09-23T15:35:00Z,A fast and easy microwave soup. Most households will have the ingredients on hand. Use dried herbs instead of green onion and try yogurt or ordinary cream instead of sour cream,Potato,"c(""Corn"", ""Vegetable"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Microwave"", ""< 60 Mins"", ""Easy"")",223.4,6.7,3.7,21.4,362.2,33.3,3.4,2.0,10.3,
12018,Fabulous Fettuccine,9869,Evie3234,PT15M,PT20M,PT35M,2001-09-23T15:35:00Z,This was a popular dish when my kids had their cooking classes at school. Became a family favourite.,Lunch/Snacks,"c(""Pork"", ""Cheese"", ""Vegetable"", ""Meat"", ""< 60 Mins"", ""Stove Top"", ""Easy"")",565.4,19.9,9.6,124.7,326.5,78.1,4.8,5.8,20.3,
12019,Patty Melts,10404,Diana Adcock,PT20M,PT10M,PT30M,2001-09-23T15:35:00Z,"Really good with fries and slaw.

ETA:  I really like the finished sandwich fried like a grilled cheese.  When I make them that way I toast my rye on the bagel setting, assembling the sandwich &quot;toasted side in&quot;.  I also add Thousand Island Dressing on top of the onions.  Then butter the bread and fry &quot;like a grilled cheese sandwich&quot;.  Nirvana!",Lunch/Snacks,"c(""Meat"", ""< 30 Mins"", ""Stove Top"")",502.0,23.8,11.5,151.0,1024.3,34.0,4.1,6.9,36.8,4.0
12020,"Saucy Bok Choy, Sprouts and Noodles",9869,Evie3234,PT8M,PT10M,PT18M,2001-09-23T15:35:00Z,"Make and share this Saucy Bok Choy, Sprouts and Noodles recipe from Food.com.",Lunch/Snacks,"c(""Vegetable"", ""< 30 Mins"", ""Stove Top"", ""Easy"")",392.5,1.9,0.4,0.0,682.9,86.3,3.2,3.1,5.9,4.0
12021,Swirled Cranberry Cheesecake,14386,Divinemom5,PT2H,PT15M,PT2H15M,2001-09-23T15:35:00Z,Make and share this Swirled Cranberry Cheesecake recipe from Food.com.,Cheesecake,"c(""Dessert"", ""Cheese"", ""Fruit"", ""Winter"", ""Christmas"", ""Thanksgiving"", ""Weeknight"", ""Oven"", ""Small Appliance"", ""< 4 Hours"")",4575.7,304.1,184.9,1716.5,2756.6,404.4,7.3,376.7,78.2,
12022,Guacamole,102135,icetea,PT2H,PT5M,PT2H5M,2001-09-23T15:35:00Z,Make and share this Guacamole recipe from Food.com.,Sauces,"c(""Spreads"", ""Lunch/Snacks"", ""Fruit"", ""Vegetable"", ""Mexican"", ""Vegan"", ""Kid Friendly"", ""Summer"", ""Weeknight"", ""No Cook"", ""Beginner Cook"", ""Small Appliance"", ""< 4 Hours"", ""Easy"")",348.8,29.8,4.3,0.0,27.5,23.2,14.8,3.2,5.1,
12023,Oatmeal Soup,13483,Tebo3759,PT15M,PT15M,PT30M,2001-09-23T15:35:00Z,"An unusual but hearty soup. If too thick, thin with more broth or water. With a slice of thick bread you can call this lunch.",Lunch/Snacks,"c(""Grains"", ""< 30 Mins"", ""Stove Top"", ""Easy"")",85.6,1.2,0.3,1.5,299.8,16.1,2.3,6.4,4.0,8.0
12024,Roasted Bell Peppers Salad,9869,Evie3234,PT10M,PT15M,PT25M,2001-09-23T15:35:00Z,"Christmas time here means Summertime, I have taken this colourful salad along to get togethers and barbecues, a really popular addition to the feast. But would taste just as good in July or August!",Cheese,"c(""Vegetable"", ""Christmas"", ""< 30 Mins"", ""Easy"")",126.0,6.4,4.3,25.6,325.2,12.8,2.0,8.2,5.3,4.0
12025,Kitty's Original 10 Bean Soup,2595,eboyd,PT3H,PT30M,PT3H30M,2001-09-23T15:35:00Z,Make and share this Kitty's Original 10 Bean Soup recipe from Food.com.,Beans,"c(""Weeknight"", ""< 4 Hours"")",138.2,5.3,1.5,36.3,59.1,6.6,1.0,2.2,12.6,
12026,Chocolate Chip Cookies (Grandma's From-Scratch - It's Easy!),15781,Jeannie McCurdy,PT10M,PT15M,PT25M,2001-09-23T15:35:00Z,"This chocolate chip cookie recipe came directly from my grandma, who always cooks from scratch! It's easy and everyone that has had them has asked for more!",Drop Cookies,"c(""Dessert"", ""Cookie & Brownie"", ""Fruit"", ""Nuts"", ""< 30 Mins"", ""Oven"")",140.1,8.2,3.1,6.2,50.7,17.1,1.0,11.5,1.6,
12027,Prime Rib Roast,6258,Miss Annie,PT2H,PT5M,PT2H5M,2001-09-23T15:35:00Z,Make and share this Prime Rib Roast recipe from Food.com.,Roast Beef,"c(""Meat"", ""Low Protein"", ""Weeknight"", ""Roast"", ""Oven"", ""< 4 Hours"", ""Easy"")",114.0,11.4,6.6,29.9,89.0,2.3,0.1,2.1,1.3,
12028,Tomato Juice for Canning,10404,Diana Adcock,PT1H20M,PT10M,PT1H30M,2001-09-23T15:35:00Z,Make and share this Tomato Juice for Canning recipe from Food.com.,Beverages,"c(""Vegetable"", ""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""Weeknight"", ""Canning"", ""< 4 Hours"", ""Easy"")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12029,Strawberry and Orange Smoothie,9869,Evie3234,,PT1H,PT1H,2001-09-23T15:35:00Z,Make and share this Strawberry and Orange Smoothie recipe from Food.com.,Smoothies,"c(""Beverages"", ""Breakfast"", ""Lunch/Snacks"", ""Strawberry"", ""Berries"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Freezer"", ""Small Appliance"", ""Easy"")",118.9,1.6,0.8,6.1,55.1,22.6,1.6,19.6,5.1,
12030,Pepper Steak,10404,Diana Adcock,PT42M,PT10M,PT52M,2001-09-23T15:35:00Z,Make and share this Pepper Steak recipe from Food.com.,Meat,"c(""< 60 Mins"", ""Stove Top"")",237.6,7.3,2.0,62.4,1331.0,12.2,2.4,3.9,30.1,4.0
12031,Layered Vegetable Salad,4470,Bergy,PT24H,PT20M,PT24H20M,2001-09-23T15:35:00Z,Another &quot;do ahead&quot; recipe for this gorgeous salad. Not only does it look good it tastes good too!,Salad Dressings,"c(""Vegetable"", ""Canadian"", ""Weeknight"", ""No Cook"")",89.2,0.7,0.1,0.0,354.1,17.4,8.8,6.5,4.8,10.0
12032,Rigatoni Sausage Supreme,12716,Willam,PT1H,PT20M,PT1H20M,2001-09-23T15:35:00Z,"I love Italian foods, especially those easy to prepare and freezer store. I lost a rigatoni and sweet Italian sausage dish that I liked so decided to create one of my own. I added spices such as allspice I thought would blend well.",One Dish Meal,"c(""Pork"", ""Meat"", ""European"", ""Low Cholesterol"", ""Kid Friendly"", ""Weeknight"", ""Freezer"", ""Stove Top"", ""< 4 Hours"")",384.5,18.1,5.2,56.4,857.7,40.7,4.7,8.0,16.2,12.0
12033,V-8 juice for canning,10404,Diana Adcock,PT1H,PT15M,PT1H15M,2001-09-23T15:35:00Z,Make and share this V-8 juice for canning recipe from Food.com.,Beverages,"c(""Vegetable"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""Canning"", ""< 4 Hours"")",213.8,2.1,0.3,0.0,89.0,47.2,13.3,30.9,9.5,
12034,Prime rib,18959,Pat8286,PT13H,PT1H,PT14H,2001-09-23T15:35:00Z,Make and share this Prime rib recipe from Food.com.,Roast Beef,"c(""Meat"", ""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""Weeknight"", ""Roast"", ""Oven"", ""Easy"")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12035,Reuben Dip,58038,Ducky,PT5M,PT5M,PT10M,2001-09-23T15:35:00Z,Make and share this Reuben Dip recipe from Food.com.,Sauces,"c(""Lunch/Snacks"", ""Meat"", ""Very Low Carbs"", ""< 15 Mins"", ""Stove Top"", ""Easy"")",305.4,26.1,14.3,93.2,635.2,3.2,0.3,0.5,14.6,
12036,Chocodoodles,14386,Divinemom5,PT8M,PT10M,PT18M,2001-09-23T15:35:00Z,I am famous for my cookie plates every Christmas. I am always looking for different cookie recipes. This one adds a chocolate twist to the traditional snickerdoodle recipe.,Dessert,"c(""Lunch/Snacks"", ""Cookie & Brownie"", ""Kid Friendly"", ""Christmas"", ""< 30 Mins"", ""Oven"")",50.0,2.4,1.4,10.8,39.2,6.7,0.2,3.8,0.6,
12037,Oven barbecued chicken,19051,Minxkat1,PT50M,PT30M,PT1H20M,2001-09-23T15:35:00Z,Make and share this Oven barbecued chicken recipe from Food.com.,Chicken,"c(""Poultry"", ""Meat"", ""Low Protein"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",424.0,22.6,10.7,40.7,1018.2,55.7,0.7,51.9,1.9,6.0
12038,Spinach Dip,39547,Julesong,,PT10M,PT10M,2001-09-23T15:35:00Z,Make and share this Spinach Dip recipe from Food.com.,Sauces,"c(""Lunch/Snacks"", ""Cheese"", ""Vegetable"", ""Potluck"", ""< 15 Mins"", ""No Cook"", ""Small Appliance"", ""Easy"")",170.2,14.6,9.1,45.6,362.4,5.3,1.8,2.0,6.2,6.0
12039,Italian Sausage Vegetable Soup,2595,eboyd,PT1H,PT30M,PT1H30M,2001-09-23T15:35:00Z,Make and share this Italian Sausage Vegetable Soup recipe from Food.com.,Cheese,"c(""Low Cholesterol"", ""Weeknight"", ""< 4 Hours"")",460.5,25.7,9.7,53.0,1733.4,26.7,3.8,8.6,27.0,
12040,"Artichoke, Jalapeno and Parmesan Dip",30094,acid.,,PT5M,PT5M,2001-09-23T15:35:00Z,"Make and share this Artichoke, Jalapeno and Parmesan Dip recipe from Food.com.",Sauces,"c(""Spreads"", ""Lunch/Snacks"", ""European"", ""Potluck"", ""< 15 Mins"", ""No Cook"", ""Small Appliance"", ""Easy"")",663.0,54.3,33.6,168.7,1733.0,16.2,5.5,2.2,31.1,
12041,Marinated Flank Steak With Mustard Sauce,5060,Derf2440,PT8M,PT24H,PT24H8M,2001-09-23T15:35:00Z,"Works well for a dinner party, barbecue party or Sunday dinner for the family. Serve with warm corn muffins/bread and salads, goes well with a rice/veggie salad.You'll get many compliments.",Steak,"c(""Meat"", ""Canadian"", ""European"", ""Spring"", ""Summer"", ""Winter"", ""Spicy"", ""Weeknight"", ""Broil/Grill"", ""Oven"", ""Easy"")",74.7,4.6,1.1,3.5,268.4,5.1,0.5,3.9,3.5,12.0
12042,Danish Browned Cabbage With Caraway,4470,Bergy,PT2H,PT10M,PT2H10M,2001-09-23T15:35:00Z,This cabbage goes well with pork. It is a traditional Danish dish. The caraway gives it a lovely flavor.  You do not add any water with this recipe. It is cooked on the lowest number on your stove - there is enought moisture in thc cabbage that comes out as it slowly cooks.  I cover the pot after adding the caraway seeds. Remember to stir each time you pass the stove.  As mentioned by Swedish Chef in her review her MIL added an apple - I tried it and it is excellent.  Thanks SW,Vegetable,"c(""Danish"", ""Scandinavian"", ""European"", ""Low Protein"", ""Free Of..."", ""Weeknight"", ""Stir Fry"", ""< 4 Hours"", ""Easy"")",139.3,13.0,5.1,12.3,35.2,5.3,2.4,2.8,1.2,4.0
12043,Chocolate Marshmallow Squares,15781,Jeannie McCurdy,PT20M,PT15M,PT35M,2001-09-23T15:35:00Z,Make and share this Chocolate Marshmallow Squares recipe from Food.com.,Candy,"c(""Dessert"", ""Fruit"", ""Nuts"", ""Kid Friendly"", ""< 60 Mins"", ""Oven"")",189.9,10.3,4.8,39.4,119.1,22.2,1.2,14.8,2.7,
12044,Venison Stew,9441,Lisa Sorrell,PT12H,PT20M,PT12H20M,2001-09-23T15:35:00Z,"This is a winter-time favorite. Nothing warms your chilled bones better than a hot bowl of thick, meaty stew. This recipe can also be used with beef.",Stew,"c(""One Dish Meal"", ""Lunch/Snacks"", ""Deer"", ""Potato"", ""Wild Game"", ""Vegetable"", ""Meat"", ""Low Cholesterol"", ""Healthy"", ""Potluck"", ""Winter"", ""Weeknight"")",159.4,1.5,0.5,38.1,245.5,22.4,2.8,2.0,14.2,10.0
12045,Chocolate Melting Cakes With Bananas,8728,Ashley U,PT15M,PT30M,PT45M,2001-09-23T15:35:00Z,Make and share this Chocolate Melting Cakes With Bananas recipe from Food.com.,Dessert,"c(""South American"", ""Potluck"", ""< 60 Mins"")",542.5,34.9,20.6,171.5,445.9,61.7,9.7,36.6,11.0,6.0
12046,Biff's Chicken and Pasta,1634,Bill Hilbrich,PT10M,PT10M,PT20M,2001-09-23T15:35:00Z,"This another of my series of Solo Meals, that will make a nice meal for one, or by adding another cup of dried pasta and served with a salad, could make a light lunch for two.",One Dish Meal,"c(""Lunch/Snacks"", ""Chicken"", ""Poultry"", ""Meat"", ""< 30 Mins"", ""Beginner Cook"", ""Easy"")",937.6,43.9,12.3,104.4,1008.3,89.3,5.9,9.8,45.8,1.0
12047,Pumpkin & Sweet Potato Soup,19691,Trudy Hobbs,PT25M,PT20M,PT45M,2001-09-23T15:36:00Z,This is a light but hearty soup that has lots of flavor. For a special occasion add some cream. I found the original recipe in a monthly womens magazine.,Free Of...,"c(""< 60 Mins"", ""Stove Top"")",314.9,17.0,11.2,44.1,263.8,33.2,4.2,9.8,10.6,6.0
12048,Iced Green Tomatoes,15609,Lali8752,PT52H40M,PT30M,PT53H10M,2001-09-23T15:36:00Z,Make and share this Iced Green Tomatoes recipe from Food.com.,Weeknight,"""Canning""",658.3,0.7,0.1,0.0,51.1,163.7,2.6,159.8,2.7,
12049,Appetizer Chicken Roulades,39547,Julesong,PT15M,PT5M,PT20M,2001-09-23T15:36:00Z,"A nice change of pace from the regular tortilla-wrapped pinwheels, these rolled appetizers are wrapped in the meat themselves and baked, then sliced.  And they're great for folks looking for lowcarb appetizers, too.",Sauces,"c(""Spreads"", ""Lunch/Snacks"", ""Chicken"", ""Poultry"", ""Meat"", ""Very Low Carbs"", ""Potluck"", ""Spring"", ""Summer"", ""< 30 Mins"", ""Oven"", ""Easy"")",51.0,2.8,1.5,19.3,103.9,0.9,0.3,0.6,5.3,
12051,Cream of Peanut Soup,10332,chris brossard,PT30M,PT15M,PT45M,2001-09-23T15:36:00Z,Make and share this Cream of Peanut Soup recipe from Food.com.,< 60 Mins,,813.2,70.1,22.9,81.5,1318.3,26.8,7.5,10.5,29.6,4.0
12052,Sauerkraut Soup Pittsburgh,2595,eboyd,PT1H,PT30M,PT1H30M,2001-09-23T15:36:00Z,Make and share this Sauerkraut Soup Pittsburgh recipe from Food.com.,German,"c(""European"", ""Weeknight"", ""< 4 Hours"")",168.9,14.6,6.1,28.7,462.2,3.5,1.8,1.5,6.1,12.0
12053,Havana Cake,6357,Charishma_Ramchanda,,PT0S,PT0S,2001-09-23T15:36:00Z,Make and share this Havana Cake recipe from Food.com.,Dessert,"c(""Caribbean"", ""< 15 Mins"")",1967.0,19.0,11.8,72.4,422.5,374.0,0.0,349.7,88.9,
12054,Pumpkin Soup With Coriander Paste,9869,Evie3234,PT40M,PT20M,PT1H,2001-09-23T15:36:00Z,Make and share this Pumpkin Soup With Coriander Paste recipe from Food.com.,Lunch/Snacks,"c(""Vegetable"", ""< 60 Mins"", ""Stove Top"", ""Small Appliance"")",314.5,17.1,11.8,4.5,240.1,37.9,3.6,10.0,9.7,
12055,Crepes,15609,Lali8752,PT10M,PT10M,PT20M,2001-09-23T15:36:00Z,Make and share this Crepes recipe from Food.com.,Breakfast,"c(""Dessert"", ""< 30 Mins"", ""Stove Top"", ""Easy"")",95.1,4.3,2.2,63.6,164.4,10.2,0.3,0.1,3.6,10.0
12056,Poppy Seed Rolls,15921,Francie,PT25M,PT30M,PT55M,2001-09-23T15:36:00Z,Make and share this Poppy Seed Rolls recipe from Food.com.,Breads,"c(""Healthy"", ""< 60 Mins"")",126.6,2.1,1.0,21.6,163.8,22.3,0.9,0.1,4.0,
12057,Strawberry Lemon Marmalade,19686,Kristal Stygler,PT20M,PT30M,PT50M,2001-09-23T15:36:00Z,I have made this for several years and it is the best Strawberry Marmalade I've ever made. The flavor is wonderful and the presentation in the jar is beautiful.,Strawberry,"c(""Berries"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Free Of..."", ""Spring"", ""< 60 Mins"", ""Canning"", ""Easy"")",650.5,0.5,0.0,0.0,54.9,167.6,3.7,157.2,1.1,
12058,Clamato Sipper,4470,Bergy,PT5M,PT5M,PT10M,2001-09-23T15:36:00Z,If you wish add a good jolt of Vodka just before serving or have it as a non alcoholic breakfast drink. Goes great with scrambled eggs and ham,Beverages,"c(""Breakfast"", ""Canadian"", ""< 15 Mins"", ""Easy"")",121.9,0.6,0.0,0.0,1052.0,27.7,1.6,8.7,1.7,8.0
12059,Truffle Cakes,9869,Evie3234,PT1H10M,PT1H,PT2H10M,2001-09-23T15:36:00Z,Make and share this Truffle Cakes recipe from Food.com.,Breads,"c(""Dessert"", ""Weeknight"", ""Oven"", ""< 4 Hours"", ""Easy"")",984.5,77.0,47.2,198.4,674.5,81.5,13.2,25.9,18.1,6.0
12060,Toffee Apples,6357,Charishma_Ramchanda,,PT0S,PT0S,2001-09-24T15:35:00Z,Make and share this Toffee Apples recipe from Food.com.,Apple,"c(""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"")",368.1,5.2,3.2,13.2,39.3,84.4,3.3,77.8,0.4,
